YEAR;Month;PP N mol/m;PP Ca mol/m;PP Mg mol/m;PP K mol/m;PP S mol/m;PP P mol/m;PU N mol/m;PU Ca mol/m;PU Mg mol/m;PU K mol/m;PU S mol/m;PU P mol/m;AU N mol/m;AU Ca mol/m;AU Mg mol/m;AU K mol/m;AU S mol/m;AU P mol/m;PA N mol/m;PA Ca mol/m;PA Mg mol/m;PA K mol/m;PA S mol/m;PA P mol/m;AA N mol/m;AA Ca mol/m;AA Mg mol/m;AA K mol/m;AA S mol/m;AA P mol/m
        2005;           1; 107892.8828125;  20777.3554688;   5922.6103516;  14497.9414062;   3425.5690918;   5344.0673828;    339.4419861;      0.0000000;      0.0000000;      0.0000000;     17.1132927;     15.7505121;    339.4420166;      0.0000000;      0.0000000;      0.0000000;     17.1132946;     15.7505121;    361.3508606;    133.6683044;     31.1593933;     90.6447830;     14.2028351;     24.9130001;    361.3508606;    133.6683044;     31.1593933;     90.6447830;     14.2028351;     24.9130001
        2005;           2; 106593.1953125;  20379.6132812;   5767.6176758;  14037.6396484;   3369.1508789;   5306.0810547;    339.4419861;      0.0000000;      0.0000000;      0.0000000;     34.2265854;     31.5010242;    339.4420166;      0.0000000;      0.0000000;   1872.2160645;     34.2265854;     31.5010242;   3273.0332031;    397.7424622;    154.9928741;    460.3013916;     90.6446838;    159.4206238;   3273.0332031;    397.7424622;    154.9928741;    460.3013916;     90.6446838;    159.4206238
        2005;           3; 104731.7890625;  19796.9882812;   5557.4492188;  13415.0029297;   3335.0449219;   5265.7158203;    678.8839722;      0.0000000;      0.0000000;      0.0000000;     85.5664673;     78.7525635;    678.8840332;      0.0000000;      0.0000000;   1870.7822266;     85.5664597;     78.7525711;   4199.0693359;    582.6246948;    210.1682739;    622.6365967;    119.6724854;    210.4197540;   4199.0693359;    582.6246948;    210.1682739;    622.6365967;    119.6724854;    210.4197540
        2005;           4; 101749.5625000;  16657.9667969;   4777.2080078;  11112.5214844;   3315.1499023;   4933.8745117;   8486.0498047;    522.7755737;    148.8442383;    411.7048950;    427.8323364;    393.7628174;   8486.0498047;    522.7755127;    148.8442383;   2282.3522949;    427.8322754;    393.7628174;  12563.0693359;   3661.7963867;    929.0854492;   2714.1862793;    447.7273254;    785.8638916;  12563.0693359;   3661.7963867;    929.0854492;   2714.1862793;    447.7273254;    785.8638916
        2005;           5; 100467.3828125;  13945.4980469;   4310.9257812;   9578.1972656;   3399.5195312;   4486.0761719;  16972.0996094;   4182.2045898;   1190.7539062;   3293.6391602;    855.6646729;    787.5256348;  16972.0996094;   4182.2041016;   1190.7539062;   5167.3339844;    855.6645508;    787.5256348;  20396.8769531;   6894.6738281;   1657.0358887;   4827.9628906;    771.2949829;   1353.2556152;  20396.8769531;   6894.6738281;   1657.0358887;   4827.9628906;    771.2949829;   1353.2556152
        2005;           6;  97234.0625000;  13436.8662109;   4310.6977539;   9392.4462891;   3253.1789551;   3983.5703125;  10862.1435547;   4182.2045898;   1190.7539062;   3293.6391602;    427.8323364;    393.7628174;  10862.1445312;   4182.2041016;   1190.7539062;   5161.6733398;    427.8322754;    393.7628479;  16121.9414062;   4690.8369141;   1190.9820557;   3479.3908691;    574.1729126;   1007.8096924;  16121.9414062;   4690.8369141;   1190.9820557;   3479.3908691;    574.1729126;   1007.8096924
        2005;           7;  93733.5703125;  12950.6386719;   4320.9765625;   9238.0585938;   3233.1171875;   3380.4331055;  10862.1435547;   4182.2045898;   1190.7539062;   3293.6391602;    547.6253662;    504.0163879;  10862.1445312;   4182.2041016;   1190.7539062;   5162.3002930;    547.6253662;    310.0224304;  15874.8955078;   4668.4311523;   1180.4752197;   3448.0266113;    567.6871338;    996.3970947;  15874.8955078;   4668.4311523;   1180.4752197;   3448.0266113;    567.6871338;    996.3970947
        2005;           8;  92100.4375000;  13098.3154297;   4502.4248047;   9585.1533203;   3195.9111328;   2925.1164551;   9504.3759766;   4182.2045898;   1190.7539062;   3293.6391602;    444.9456177;    409.5133057;   9504.3759766;   4182.2041016;   1190.7539062;   5165.0781250;    444.9456177;    269.9098511;  13335.3896484;   4034.5285645;   1009.3056641;   2946.5441895;    482.1517334;    846.2021484;  13335.3896484;   4034.5285645;   1009.3056641;   2946.5441895;    482.1517334;    846.2021484
        2005;           9;  91324.8906250;  12858.2500000;   4535.3066406;   9516.6328125;   3148.8129883;   2568.3076172;   8825.4912109;   3659.4289551;   1041.9096680;   2881.9340820;    444.9456177;    409.5133057;   8825.4921875;   3659.4291992;   1041.9097900;   4749.6689453;    444.9456177;    260.8963623;  14071.4531250;   3899.4941406;   1009.0278931;   2950.4543457;    492.0437927;    863.7650146;  14071.4531250;   3899.4941406;   1009.0278931;   2950.4543457;    492.0437927;    863.7650146
        2005;          10;  95227.6015625;  11861.9384766;   4099.6240234;   8218.4414062;   2970.4660645;   2908.7531738;    339.4419861;      0.0000000;      0.0000000;      0.0000000;     85.5664673;     78.7525635;    339.4420166;      0.0000000;      0.0000000;   1855.4582520;     85.5664597;     65.2011185;   9872.8613281;    996.3118286;    435.6827393;   1298.1915283;    263.9132690;    464.3052368;   9872.8613281;    996.3118286;    435.6827393;   1298.1915283;    263.9132690;    464.3052368
        2005;          11;  71793.5781250;   9135.5332031;   2852.6411133;   4498.4291992;   2239.9675293;   1879.5802002;    339.4419861;      0.0000000;      0.0000000;      0.0000000;     34.2265854;     31.5010242;    339.4420166;      0.0000000;      0.0000000;   1807.0218506;     34.2265854;     31.5010242;  28948.8652344;   2726.4047852;   1246.9829102;   3720.0117188;    764.7251587;   1345.5374756;  28948.8652344;   2726.4047852;   1246.9829102;   3720.0117188;    764.7251587;   1345.5374756
        2005;          12;  62700.9375000;   8003.1796875;   2353.1638184;   3009.8037109;   1953.7873535;   1468.5556641;    339.4419861;      0.0000000;      0.0000000;      0.0000000;     17.1132927;     15.7505121;    339.4420166;      0.0000000;      0.0000000;   1851.6495361;     17.1132927;     15.7505121;  11372.8574219;   1132.3536377;    499.4773865;   1488.6256104;    303.2934265;    533.5988770;  11372.8574219;   1132.3536377;    499.4773865;   1488.6256104;    303.2934265;    533.5988770
        2006;           1;  32359.2792969;   4987.5224609;    971.3132324;  -1112.7602539;   1123.6236572;     71.2807617;    354.1550598;      0.0000000;      0.0000000;      0.0000000;     17.8583050;     16.4627876;    354.1550598;      0.0000000;      0.0000000;   1869.1245117;     17.8583031;     16.4627876;  32115.3730469;   3015.6572266;   1381.8505859;   4122.5639648;    848.0219727;   1491.8728027;  32115.3730469;   3015.6572266;   1381.8505859;   4122.5639648;    848.0219727;   1491.8728027
        2006;           2;  31023.4667969;   4577.5732422;    811.3688965;  -1587.7995605;   1065.5954590;     32.8537750;    354.1550598;      0.0000000;      0.0000000;      0.0000000;     35.7166100;     32.9255753;    354.1550598;      0.0000000;      0.0000000;   1942.0750732;     35.7166061;     32.9255753;   3384.8339844;    409.9492493;    159.9443207;    475.0393677;     93.7447662;    164.6411591;   3384.8339844;    409.9492493;    159.9443207;    475.0393677;     93.7447662;    164.6411591
        2006;           3;  29117.3671875;   3978.4785156;    595.0227661;  -1940.5877686;   1031.3137207;      0.0000000;    708.3101196;      0.0000000;      0.0000000;      0.0000000;     89.2915268;     82.3139420;    708.3101196;      0.0000000;      0.0000000;   1940.5877686;     89.2915192;     82.3139496;   4335.0849609;    599.0947266;    216.3461151;    640.9929199;    123.5731964;    216.8147430;   4335.0849609;    599.0947266;    216.3461151;    352.7882080;    123.5731964;    209.8769836
        2006;           4;  26333.2578125;    793.8591309;      0.0000000;  -1936.3509521;   1020.3931274;      0.0000000;   8853.8769531;    547.9496460;    155.4328003;    429.6060181;    446.4576416;    411.5697021;   8853.8769531;    547.9496460;    155.4328308;   2365.9572754;    446.4575500;    411.5697632;  12773.6318359;   3732.5690918;    942.9546509;   2754.5227051;    457.3781128;    796.9864502;  12773.6318359;   3732.5690918;    750.4555664;    425.3695068;    457.3781128;    474.0684814
        2006;           5;  25622.0625000;      0.0000000;      0.0000000;  -1931.6888428;   1127.3457031;      0.0000000;  17707.7539062;   4383.5971680;   1243.4624023;   3436.8481445;    892.9152832;    823.1394043;  17707.7539062;   4383.5971680;   1243.4626465;   5368.5361328;    892.9151001;    823.1395264;  20641.4921875;   7020.2104492;   1677.2674561;   4886.2270508;    785.9625244;   1367.3466797;  20641.4921875;   5177.4560547;   1243.4626465;   3432.1850586;    785.9625244;    945.2177124
        2006;           6;  22664.1484375;      0.0000000;     34.6638184;  -1924.0759277;    987.2376709;      0.0000000;  11332.9619141;   4383.5971680;   1243.4624023;   3436.8481445;    446.4576416;    411.5697021;  11332.9619141;   4383.5971680;   1243.4626465;   5360.9228516;    446.4575500;    252.3038940;  16392.9687500;   4781.5625000;   1208.7988281;   3531.2126465;    586.5655518;   1022.1161499;  16392.9687500;   4383.5971680;   1208.7988281;   3429.2338867;    586.5655518;    367.6545715
        2006;           7;  19429.1191406;      0.0000000;     80.2277832;  -1924.4614258;    978.8664551;      0.0000000;  11332.9619141;   4383.5971680;   1243.4624023;   3436.8481445;    571.4657593;    526.8092041;  11332.9619141;   4383.5971680;   1243.4626465;   5361.3085938;    571.4656982;    293.0506897;  16136.6738281;   4758.3183594;   1197.8986816;   3498.6743164;    579.8369141;   1010.2763672;  16136.6738281;   4383.5971680;   1197.8986816;   3437.2326660;    579.8369141;    378.7921143
        2006;           8;  18081.5898438;    272.2929688;    300.0187378;  -1475.8497314;    950.9422607;      0.0000000;   9916.3417969;   4383.5971680;   1243.4624023;   3436.8481445;    464.3159180;    428.0324707;   9916.3427734;   4383.5971680;   1243.4626465;   5364.0527344;    464.3158264;    268.9595947;  13543.7685547;   4111.3041992;   1023.6716919;   2988.2358398;    492.2399902;    857.3912964;  13543.7685547;   4111.3041992;   1023.6716919;   2988.2358398;    492.2399902;    393.1228638
        2006;           9;  17598.8828125;    131.4387207;    363.0006104;  -1465.7757568;    912.1923828;      0.0000000;   9208.0312500;   3835.6472168;   1088.0295410;   3007.2419434;    464.3159180;    428.0324707;   9208.0312500;   3835.6467285;   1088.0295410;   4930.6933594;    464.3158264;    236.5274506;  14327.9599609;   3976.5007324;   1025.0477295;   2997.1677246;    503.0656738;    877.0658569;  14327.9599609;   3976.5007324;   1025.0477295;   2997.1677246;    503.0656738;    488.4818726
        2006;          10;  21659.5898438;      0.0000000;      0.0000000;  -1910.8961182;    728.0051880;    341.6100159;    354.1550598;      0.0000000;      0.0000000;      0.0000000;     89.2915268;     82.3139420;    354.1550598;      0.0000000;      0.0000000;   1910.8961182;     89.2915192;     67.3314590;  10230.9277344;   1030.8536377;    451.1078491;   1344.1945801;    273.4786987;    480.9023132;  10230.9277344;    131.4387207;    363.0006104;    445.1203613;    273.4786987;    480.9023132
        2006;          11;      0.0000000;      0.0000000;      0.0000000;  -1845.0759277;      0.0000000;      0.0000000;    354.1550598;      0.0000000;      0.0000000;      0.0000000;     35.7166100;     32.9255753;    354.1550598;      0.0000000;      0.0000000;   1845.0759277;     35.7166061;     32.9255753;  30018.7089844;   2825.5009766;   1292.6798096;   3856.3793945;    792.9772339;   1395.0156250;  27382.2539062;      0.0000000;      0.0000000;    -65.8201904;    763.7218018;    665.4793091
        2006;          12;      0.0000000;      0.0000000;      0.0000000;  -1814.8658447;      0.0000000;      0.0000000;    354.1550598;      0.0000000;      0.0000000;      0.0000000;     17.8583050;     16.4627876;    354.1550598;      0.0000000;      0.0000000;   1814.8658447;     17.8583031;     16.4627876;  51563.7343750;   4779.5195312;   2208.9868164;   6591.6572266;   1358.6093750;   2390.3061523;   2369.8046875;      0.0000000;      0.0000000;    -30.2100830;     17.8583031;    126.3485870
        2007;           1;      0.0000000;      0.0000000;      0.0000000;  -1803.3553467;      0.0000000;      0.0000000;    362.9752197;      0.0000000;      0.0000000;      0.0000000;     18.2995701;     16.8409004;    362.9752808;      0.0000000;      0.0000000;   1803.3553467;     18.2995682;     16.8409004;  84469.6250000;   7762.3837891;   3608.1193848;  10768.2734375;   2222.4938965;   3910.2006836;   1837.7922363;      0.0000000;      0.0000000;    -11.5104980;     18.2995682;     97.2386017
        2007;           2;      0.0000000;      0.0000000;      0.0000000;  -1795.1716309;      0.0000000;      0.0000000;    362.9752197;      0.0000000;      0.0000000;      0.0000000;     36.5991402;     33.6818008;    362.9752808;      0.0000000;      0.0000000;   1795.1716309;     36.5991364;     33.6818008;  89382.3593750;   8207.9423828;   3817.0573730;  11391.9765625;   2351.4704590;   4137.1479492;   2128.2060547;      0.0000000;      0.0000000;     -8.1837158;     36.5991364;    129.9102173
        2007;           3;      0.0000000;      0.0000000;      0.0000000;  -1785.4945068;      0.0000000;      0.0000000;    725.9504395;      0.0000000;      0.0000000;      0.0000000;     91.4978561;     84.2045059;    725.9505615;      0.0000000;      0.0000000;   1785.4945068;     91.4978485;     84.2045135;  94735.2812500;   8794.8613281;   4060.3535156;  12115.8808594;   2496.8742676;   4392.4863281;   2521.2539062;      0.0000000;      0.0000000;     -9.6771240;     91.4978485;    182.0708771
        2007;           4;      0.0000000;      0.0000000;      0.0000000;  -1775.6245117;      0.0000000;      0.0000000;   9074.3808594;    558.8846436;    159.1561737;    440.2450867;    457.4892578;    421.0225220;   9074.3798828;    558.8847046;    159.1561890;   2215.8693848;    457.4892273;    421.0225220; 108185.0781250;  12347.7148438;   4992.0185547;  14842.7021484;   2962.0039062;   5199.0688477;  10261.7685547;    558.8847046;    159.1561890;    430.3748779;    457.4892273;    485.7478638
        2007;           5;      0.0000000;      0.0000000;      0.0000000;  -1777.0131836;      0.0000000;      0.0000000;  18148.7617188;   4471.0771484;   1273.2493896;   3521.9606934;    914.9785156;    842.0450439;  18148.7597656;   4471.0776367;   1273.2495117;   5298.9741211;    914.9784546;    842.0450439;  61973.5078125;  10692.4716797;   3417.5678711;  10083.7675781;   1870.5550537;   3265.6530762;  20310.8515625;   4471.0776367;   1273.2495117;   3523.3496094;    914.9784546;    959.8971558
        2007;           6;      0.0000000;      0.0000000;     81.8909912;  -1735.8369141;      0.0000000;      0.0000000;  11615.2070312;   4471.0771484;   1273.2493896;   3521.9606934;    457.4892578;    421.0225220;  11615.2089844;   4471.0776367;   1273.2495117;   5327.0092773;    457.4892273;    421.0224915;  16246.9199219;   4719.4624023;   1191.3585205;   3480.7849121;    582.3999023;   1008.2903442;  13585.6240234;   4471.0776367;   1191.3585205;   3480.7849121;    457.4892273;    528.2226562
        2007;           7;      0.0000000;      0.0000000;    175.0211182;  -1661.1107178;     10.1240845;      0.0000000;  11615.2070312;   4471.0771484;   1273.2493896;   3521.9606934;    585.5862427;    538.9088135;  11615.2089844;   4471.0776367;   1273.2495117;   5328.8051758;    585.5861816;    326.4326172;  15982.6572266;   4695.4951172;   1180.1193848;   3447.2351074;    575.4620972;    996.0824585;  13084.9023438;   4471.0776367;   1180.1193848;   3447.2351074;    575.4620972;    406.2251587
        2007;           8;      0.0000000;    416.3759766;    440.9215088;  -1080.0902100;      0.0000000;      0.0000000;  10163.3066406;   4471.0771484;   1273.2493896;   3521.9606934;    475.7888184;    437.8634033;  10163.3066406;   4471.0776367;   1273.2495117;   5332.6113281;    475.7887878;    282.2279968;  13391.0000000;   4054.7016602;   1007.3491211;   2940.9406738;    487.9393311;    844.1398926;  12298.1015625;   4054.7016602;   1007.3491211;   2940.9406738;    485.9128723;    397.8289490
        2007;           9;      0.0000000;    399.6735840;    542.8005981;   -958.5603027;      0.0000000;      0.0000000;   9437.3554688;   3912.1923828;   1114.0931396;   3081.7153320;    475.7888184;    437.8634033;   9437.3564453;   3912.1928711;   1114.0932617;   4889.6108398;    475.7887878;    272.5308838;  14240.7265625;   3928.8952637;   1012.2141724;   2960.1855469;    500.5062866;    867.2843018;  13779.6640625;   3928.8952637;   1012.2141724;   2960.1855469;    475.7887878;    507.1760254
        2007;          10;   2890.1035156;      0.0000000;     79.3511047;  -1797.2032471;      0.0000000;    277.9570312;    362.9752197;      0.0000000;      0.0000000;      0.0000000;     91.4978561;     84.2045059;    362.9752808;      0.0000000;      0.0000000;   1797.2032471;     91.4978485;     68.7161484;  10529.3671875;   1056.3937988;    463.4494934;   1381.0869141;    281.3034058;    494.4677124;  10529.3671875;    399.6735840;    463.4494934;    838.6429443;     91.4978485;    494.4677124
        2007;          11;      0.0000000;      0.0000000;      0.0000000;  -1742.8791504;      0.0000000;      0.0000000;    362.9752197;      0.0000000;      0.0000000;      0.0000000;     36.5991402;     33.6818008;    362.9752808;      0.0000000;      0.0000000;   1742.8791504;     36.5991364;     33.6818008;  30934.0410156;   2906.9897461;   1331.2578125;   3971.5900879;    816.9974976;   1437.0788574;   8288.7578125;      0.0000000;     79.3511047;    -54.3240967;     36.5991364;    583.1293335
        2007;          12;      0.0000000;      0.0000000;      0.0000000;  -1714.5671387;      0.0000000;      0.0000000;    362.9752197;      0.0000000;      0.0000000;      0.0000000;     18.2995701;     16.8409004;    362.9752808;      0.0000000;      0.0000000;   1714.5671387;     18.2995682;     16.8409004;  51077.6835938;   4733.9116211;   2187.9643555;   6528.9541016;   1345.8387451;   2367.6315918;   2266.1562500;      0.0000000;      0.0000000;    -28.3120117;     18.2995682;    119.2658539
        2008;           1;      0.0000000;      0.0000000;      0.0000000;  -1703.7321777;      0.0000000;      0.0000000;    371.9764099;      0.0000000;      0.0000000;      0.0000000;     18.7529202;     17.2544193;    371.9764404;      0.0000000;      0.0000000;   1703.7321777;     18.7529202;     17.2544193;  80147.0000000;   7370.7280273;   3424.2583008;  10219.1728516;   2109.0522461;   3710.4116211;   1756.1137695;      0.0000000;      0.0000000;    -10.8349609;     18.7529202;     91.7421646
        2008;           2;      0.0000000;      0.0000000;      0.0000000;  -1696.0695801;      0.0000000;      0.0000000;    371.9764099;      0.0000000;      0.0000000;      0.0000000;     37.5058403;     34.5088387;    371.9764404;      0.0000000;      0.0000000;   1696.0695801;     37.5058403;     34.5088387;  85033.2187500;   7813.8818359;   3632.0683594;  10839.5087891;   2237.3325195;   3936.1342773;   2028.2890625;      0.0000000;      0.0000000;     -7.6625977;     37.5058403;    123.6430054
        2008;           3;      0.0000000;      0.0000000;      0.0000000;  -1687.0114746;      0.0000000;      0.0000000;    743.9528198;      0.0000000;      0.0000000;      0.0000000;     93.7646027;     86.2720947;    743.9528809;      0.0000000;      0.0000000;   1687.0114746;     93.7645874;     86.2721024;  90396.9687500;   8402.1660156;   3875.8039551;  11564.4736328;   2383.0627441;   4191.8706055;   2428.1889648;      0.0000000;      0.0000000;     -9.0581055;     93.7645874;    176.9076233
        2008;           4;      0.0000000;      0.0000000;      0.0000000;  -1677.7745361;      0.0000000;      0.0000000;   9299.4101562;    572.3947144;    163.0839539;    451.1546326;    468.8229980;    431.3604736;   9299.4121094;    572.3947754;    163.0839844;   2128.9289551;    468.8229675;    431.3604736; 103790.5312500;  11958.7490234;   4804.5981445;  14276.9052734;   2847.6862793;   4993.5175781;  10413.1113281;    572.3947754;    163.0839844;    441.9174805;    468.8229675;    491.2910767
        2008;           5;      0.0000000;      0.0000000;      0.0000000;  -1679.6884766;      0.0000000;      0.0000000;  18598.8203125;   4579.1577148;   1304.6716309;   3609.2370605;    937.6459961;    862.7209473;  18598.8242188;   4579.1582031;   1304.6718750;   5288.9257812;    937.6459351;    862.7209473;  56376.9648438;  10204.0869141;   3178.5051270;   9357.4863281;   1725.7357178;   3002.0329590;  20631.1289062;   4579.1582031;   1304.6718750;   3611.1513672;    937.6459351;    972.0866089
        2008;           6;      0.0000000;      0.0000000;    111.9824219;  -1547.1115723;      0.0000000;      0.0000000;  11903.2451172;   4579.1577148;   1304.6716309;   3609.2370605;    468.8229980;    431.3604736;  11903.2460938;   4579.1582031;   1304.6718750;   5316.3002930;    468.8229675;    431.3604736;  16293.8955078;   4736.0068359;   1192.6894531;   3476.6601562;    584.9834595;   1007.2072754;  13772.5371094;   4579.1582031;   1192.6894531;   3476.6601562;    468.8229675;    531.7554932
        2008;           7;      0.0000000;      0.0000000;    235.4930420;  -1380.1212158;     22.2262573;      0.0000000;  11903.2451172;   4579.1577148;   1304.6716309;   3609.2370605;    600.0934448;    552.1414185;  11903.2460938;   4579.1582031;   1304.6718750;   5318.9819336;    600.0934448;    339.9246216;  16022.8349609;   4711.4228516;   1181.1612549;   3442.2470703;    577.8671875;    994.6854248;  13298.2460938;   4579.1582031;   1181.1612549;   3442.2470703;    577.8671875;    414.6797485
